Source page: http://elitrapport.se/schema1213.asp?gamesectionID=10008,
matchnr_link,matchnr_link/_text,matchnr_link/_title,match_link_1,match_link_1/_text,match_link_1/_title,match_link_2,match_link_2/_text,match_link_2/_title,resultat_link,resultat_link/_text,resultat_link/_title,rapport_link,rapport_link/_text,rapport_link/_title,tid_value,tid_value_dates,match_label,publik_number,domare_value
"http://www.elitrapport.se/Data/report3007.html","020000001049","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK/BK","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/Data/report3007.html","4 - 7","","http://www.elitrapport.se/Data/report3007.html","Matchrapport","","2012-11-16 19:00","1353024000000","-","1358","Ulrik Bergman"
"http://www.elitrapport.se/Data/report3008.html","020000001046","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/Data/report3008.html","6 - 4","","http://www.elitrapport.se/Data/report3008.html","Matchrapport","","2012-11-16 19:00","1353024000000","-","1442","Christoffer Aidesjö"
"http://www.elitrapport.se/Data/report3009.html","020000001043","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report3009.html","4 - 4","","http://www.elitrapport.se/Data/report3009.html","Matchrapport","","2012-11-16 19:00","1353024000000","-","1697","Håkan Sjösten"
"http://www.elitrapport.se/Data/report3010.html","020000001047","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=216","Ljusdals BK","","http://www.elitrapport.se/Data/report3010.html","2 - 3","","http://www.elitrapport.se/Data/report3010.html","Matchrapport","","2012-11-17 15:00","1353110400000","-","875","Keijo Hyvärinen"
"http://www.elitrapport.se/Data/report3011.html","020000001048","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report3011.html","2 - 2","","http://www.elitrapport.se/Data/report3011.html","Matchrapport","","2012-11-17 15:00","1353110400000","-","1150","Håkan Sjösten"
"http://www.elitrapport.se/Data/report3012.html","020000001044","","http://www.elitrapport.se/team.asp?teamID=130","GAIS Bandy","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/Data/report3012.html","2 - 4","","http://www.elitrapport.se/Data/report3012.html","Matchrapport","","2012-11-17 15:00","1353110400000","-","352","Roland Fager"
"http://www.elitrapport.se/Data/report3013.html","020000001045","","http://www.elitrapport.se/team.asp?teamID=123","IFK Motala","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report3013.html","4 - 6","","http://www.elitrapport.se/Data/report3013.html","Matchrapport","","2012-11-17 17:00","1353110400000","-","865","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report3015.html","020000001055","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/Data/report3015.html","4 - 2","","http://www.elitrapport.se/Data/report3015.html","Matchrapport","","2012-11-20 19:15","1353369600000","-","1415","Anders Kristiansson"
"http://www.elitrapport.se/Data/report3016.html","020000001056","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/Data/report3016.html","6 - 2","","http://www.elitrapport.se/Data/report3016.html","Matchrapport","","2012-11-21 19:00","1353456000000","-","1613","Roland Fager"
"http://www.elitrapport.se/Data/report3017.html","020000001054","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/Data/report3017.html","5 - 6","","http://www.elitrapport.se/Data/report3017.html","Matchrapport","","2012-11-21 19:00","1353456000000","-","925","Jonas Kandell"
