Source page: http://elitrapport.se/schema1011.asp?gamesectionID=54,
matchnr_link,matchnr_link/_text,matchnr_link/_title,match_link_1,match_link_1/_text,match_link_1/_title,match_link_2,match_link_2/_text,match_link_2/_title,resultat_link,resultat_link/_text,resultat_link/_title,rapport_link,rapport_link/_text,rapport_link/_title,tid_value,tid_value_dates,match_label,publik_number,domare_value
"http://www.elitrapport.se/Data/report43.html","020000001043","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report43.html","2 - 10","","http://www.elitrapport.se/Data/report43.html","Matchrapport","","2010-11-03 19:00","1288742400000","-","949","Jonas Kandell"
"http://www.elitrapport.se/Data/report113.html","020000001114","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/Data/report113.html","5 - 4","","http://www.elitrapport.se/Data/report113.html","Matchrapport","","2010-11-03 19:00","1288742400000","-","954","Roland Fager"
"http://www.elitrapport.se/Data/report127.html","020000001132","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report127.html","3 - 1","","http://www.elitrapport.se/Data/report127.html","Matchrapport","","2010-11-03 19:00","1288742400000","-","2012","Ulrik Bergman"
"http://www.elitrapport.se/Data/report148.html","020000001154","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/Data/report148.html","4 - 1","","http://www.elitrapport.se/Data/report148.html","Matchrapport","","2010-11-03 19:00","1288742400000","-","1417","Kent Lisell"
"http://www.elitrapport.se/Data/report1.html","020000001003","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report1.html","4 - 3","","http://www.elitrapport.se/Data/report1.html","Matchrapport","","2010-11-05 19:00","1288915200000","-","990","Håkan Sjösten"
"http://www.elitrapport.se/Data/report50.html","020000001054","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/Data/report50.html","3 - 4","","http://www.elitrapport.se/Data/report50.html","Matchrapport","","2010-11-05 19:00","1288915200000","-","1138","Ulrik Bergman"
"http://www.elitrapport.se/Data/report57.html","020000001057","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/Data/report57.html","11 - 0","","http://www.elitrapport.se/Data/report57.html","Matchrapport","","2010-11-05 19:00","1288915200000","-","2910","Peter Öhrlund"
"http://www.elitrapport.se/Data/report100.html","020000001105","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report100.html","6 - 6","","http://www.elitrapport.se/Data/report100.html","Matchrapport","","2010-11-06 14:00","1289001600000","-","1822","Thomas Nordin"
"http://www.elitrapport.se/Data/report71.html","020000001077","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report71.html","7 - 1","","http://www.elitrapport.se/Data/report71.html","Matchrapport","","2010-11-06 16:00","1289001600000","-","1270","Kent Lisell"
"http://www.elitrapport.se/Data/report155.html","020000001155","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/Data/report155.html","2 - 5","","http://www.elitrapport.se/Data/report155.html","Matchrapport","","2010-11-07 13:15","1289088000000","-","421","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report114.html","020000001117","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/Data/report114.html","5 - 4","","http://www.elitrapport.se/Data/report114.html","Matchrapport","","2010-11-07 17:00","1289088000000","-","647","Max Johansson"
"http://www.elitrapport.se/Data/report9.html","020000001010","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/Data/report9.html","7 - 2","","http://www.elitrapport.se/Data/report9.html","Matchrapport","","2010-11-10 19:00","1289347200000","-","410","Henric Björkholm"
"http://www.elitrapport.se/Data/report30.html","020000001033","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report30.html","5 - 9","","http://www.elitrapport.se/Data/report30.html","Matchrapport","","2010-11-10 19:00","1289347200000","-","2024","Håkan Sjösten"
"http://www.elitrapport.se/Data/report149.html","020000001153","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/Data/report149.html","5 - 11","","http://www.elitrapport.se/Data/report149.html","Matchrapport","","2010-11-10 19:00","1289347200000","-","1716","Roland Fager"
"http://www.elitrapport.se/Data/report36.html","020000001039","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/Data/report36.html","5 - 6","","http://www.elitrapport.se/Data/report36.html","Matchrapport","","2010-11-10 19:15","1289347200000","-","735","Jonas Kandell"
"http://www.elitrapport.se/Data/report31.html","020000001032","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/Data/report31.html","3 - 3","","http://www.elitrapport.se/Data/report31.html","Matchrapport","","2010-11-12 19:00","1289520000000","-","806","Ulrik Bergman"
"http://www.elitrapport.se/Data/report58.html","020000001060","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report58.html","2 - 5","","http://www.elitrapport.se/Data/report58.html","Matchrapport","","2010-11-12 19:00","1289520000000","-","2523","Ronny Andersson"
"http://www.elitrapport.se/Data/report64.html","020000001070","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/Data/report64.html","2 - 6","","http://www.elitrapport.se/Data/report64.html","Matchrapport","","2010-11-12 19:00","1289520000000","-","1124","Anders Kristiansson"
"http://www.elitrapport.se/Data/report44.html","020000001045","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/Data/report44.html","8 - 0","","http://www.elitrapport.se/Data/report44.html","Matchrapport","","2010-11-12 20:00","1289520000000","-","1607","Thomas Nordin"
"http://www.elitrapport.se/Data/report141.html","020000001141","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report141.html","7 - 4","","http://www.elitrapport.se/Data/report141.html","Matchrapport","","2010-11-13 16:00","1289606400000","-","1242","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report156.html","020000001159","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/Data/report156.html","9 - 3","","http://www.elitrapport.se/Data/report156.html","Matchrapport","","2010-11-14 16:00","1289692800000","-","914","Mikael Karlsson"
"http://www.elitrapport.se/Data/report45.html","020000001048","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report45.html","7 - 0","","http://www.elitrapport.se/Data/report45.html","Matchrapport","","2010-11-14 17:00","1289692800000","-","669","Kent Lisell"
"http://www.elitrapport.se/Data/report16.html","020000001020","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/Data/report16.html","4 - 8","","http://www.elitrapport.se/Data/report16.html","Matchrapport","","2010-11-17 19:00","1289952000000","-","588","Johan Anderzen"
"http://www.elitrapport.se/Data/report37.html","020000001041","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report37.html","5 - 6","","http://www.elitrapport.se/Data/report37.html","Matchrapport","","2010-11-17 19:00","1289952000000","-","1911","Jonas Kandell"
"http://www.elitrapport.se/Data/report46.html","020000001046","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/Data/report46.html","0 - 6","","http://www.elitrapport.se/Data/report46.html","Matchrapport","","2010-11-17 19:00","1289952000000","-","1610","Max Johansson"
"http://www.elitrapport.se/Data/report150.html","020000001151","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report150.html","4 - 8","","http://www.elitrapport.se/Data/report150.html","Matchrapport","","2010-11-17 19:00","1289952000000","-","1057","Roland Fager"
"http://www.elitrapport.se/Data/report162.html","020000001167","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report162.html","8 - 3","","http://www.elitrapport.se/Data/report162.html","Matchrapport","","2010-11-17 19:00","1289952000000","-","1016","Henric Björkholm"
"http://www.elitrapport.se/Data/report32.html","020000001035","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/Data/report32.html","2 - 4","","http://www.elitrapport.se/Data/report32.html","Matchrapport","","2010-11-19 19:00","1290124800000","-","837","Peter Öhrlund"
"http://www.elitrapport.se/Data/report51.html","020000001051","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/Data/report51.html","9 - 6","","http://www.elitrapport.se/Data/report51.html","Matchrapport","","2010-11-19 19:00","1290124800000","-","2880","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report72.html","020000001075","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report72.html","6 - 1","","http://www.elitrapport.se/Data/report72.html","Matchrapport","","2010-11-19 19:00","1290124800000","-","573","Roland Fager"
"http://www.elitrapport.se/Data/report73.html","020000001074","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report73.html","6 - 2","","http://www.elitrapport.se/Data/report73.html","Matchrapport","","2010-11-19 19:00","1290124800000","-","1753","Kent Lisell"
"http://www.elitrapport.se/Data/report134.html","020000001136","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report134.html","0 - 3","","http://www.elitrapport.se/Data/report134.html","Matchrapport","","2010-11-19 19:00","1290124800000","-","1137","Ulrik Bergman"
"http://www.elitrapport.se/Data/report176.html","020000001178","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report176.html","3 - 8","","http://www.elitrapport.se/Data/report176.html","Matchrapport","","2010-11-21 15:00","1290297600000","-","478","Håkan Sjösten"
"http://www.elitrapport.se/Data/report10.html","020000001013","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/Data/report10.html","13 - 6","","http://www.elitrapport.se/Data/report10.html","Matchrapport","","2010-11-21 17:00","1290297600000","-","1503","Anders Kristiansson"
"http://www.elitrapport.se/Data/report2.html","020000001004","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/Data/report2.html","4 - 3","","http://www.elitrapport.se/Data/report2.html","Matchrapport","","2010-11-22 19:00","1290384000000","-","1050","Jonas Kandell"
"http://www.elitrapport.se/Data/report80.html","020000001081","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report80.html","9 - 7","","http://www.elitrapport.se/Data/report80.html","Matchrapport","","2010-11-24 19:00","1290556800000","-","1528","Roland Fager"
"http://www.elitrapport.se/Data/report120.html","020000001124","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/Data/report120.html","5 - 6","","http://www.elitrapport.se/Data/report120.html","Matchrapport","","2010-11-24 19:00","1290556800000","-","398","Mikael Karlsson"
"http://www.elitrapport.se/Data/report163.html","020000001165","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/Data/report163.html","5 - 9","","http://www.elitrapport.se/Data/report163.html","Matchrapport","","2010-11-24 19:00","1290556800000","-","279","Ronny Andersson"
"http://www.elitrapport.se/Data/report164.html","020000001168","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/Data/report164.html","8 - 2","","http://www.elitrapport.se/Data/report164.html","Matchrapport","","2010-11-24 19:00","1290556800000","-","1750","Thomas Nordin"
"http://www.elitrapport.se/Data/report25.html","020000001025","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/Data/report25.html","5 - 5","","http://www.elitrapport.se/Data/report25.html","Matchrapport","","2010-11-26 19:00","1290729600000","-","255","Kent Lisell"
"http://www.elitrapport.se/Data/report38.html","020000001040","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/Data/report38.html","6 - 7","","http://www.elitrapport.se/Data/report38.html","Matchrapport","","2010-11-26 19:00","1290729600000","-","306","Ronny Andersson"
"http://www.elitrapport.se/Data/report135.html","020000001139","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report135.html","3 - 2","","http://www.elitrapport.se/Data/report135.html","Matchrapport","","2010-11-26 19:00","1290729600000","-","751","Anders Kristiansson"
"http://www.elitrapport.se/Data/report121.html","020000001121","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/Data/report121.html","3 - 2","","http://www.elitrapport.se/Data/report121.html","Matchrapport","","2010-11-26 20:00","1290729600000","-","738","Håkan Sjösten"
"http://www.elitrapport.se/Data/report177.html","020000001176","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/Data/report177.html","5 - 5","","http://www.elitrapport.se/Data/report177.html","Matchrapport","","2010-11-27 14:00","1290816000000","-","1684","Peter Öhrlund"
"http://www.elitrapport.se/Data/report178.html","020000001182","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/Data/report178.html","17 - 3","","http://www.elitrapport.se/Data/report178.html","Matchrapport","","2010-11-27 16:00","1290816000000","-","1369","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report59.html","020000001063","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report59.html","6 - 2","","http://www.elitrapport.se/Data/report59.html","Matchrapport","","2010-11-30 19:00","1291075200000","-","710","Jonas Kandell"
"http://www.elitrapport.se/Data/report85.html","020000001090","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report85.html","5 - 4","","http://www.elitrapport.se/Data/report85.html","Matchrapport","","2010-11-30 19:00","1291075200000","-","1197","Ulrik Bergman"
"http://www.elitrapport.se/Data/report169.html","020000001174","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/Data/report169.html","4 - 7","","http://www.elitrapport.se/Data/report169.html","Matchrapport","","2010-11-30 19:00","1291075200000","-","705","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report170.html","020000001173","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/Data/report170.html","7 - 4","","http://www.elitrapport.se/Data/report170.html","Matchrapport","","2010-11-30 19:00","1291075200000","-","2079","Anders Kristiansson"
"http://www.elitrapport.se/Data/report33.html","020000001031","","http://www.elitrapport.se/team.asp?teamID=210","IF Boltic","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report33.html","3 - 3","","http://www.elitrapport.se/Data/report33.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","296","Peter Öhrlund"
"http://www.elitrapport.se/Data/report39.html","020000001036","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/Data/report39.html","2 - 4","","http://www.elitrapport.se/Data/report39.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","1707","Jonas Kandell"
"http://www.elitrapport.se/Data/report65.html","020000001069","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/Data/report65.html","2 - 10","","http://www.elitrapport.se/Data/report65.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","553","Juha-Matti Kannianen"
"http://www.elitrapport.se/Data/report115.html","020000001118","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/Data/report115.html","8 - 0","","http://www.elitrapport.se/Data/report115.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","1523","Ronny Andersson"
"http://www.elitrapport.se/Data/report116.html","020000001115","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report116.html","8 - 6","","http://www.elitrapport.se/Data/report116.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","3081","Roland Fager"
"http://www.elitrapport.se/Data/report136.html","020000001137","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/Data/report136.html","3 - 3","","http://www.elitrapport.se/Data/report136.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","1010","Kent Lisell"
"http://www.elitrapport.se/Data/report142.html","020000001142","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/Data/report142.html","4 - 5","","http://www.elitrapport.se/Data/report142.html","Matchrapport","","2010-12-08 19:00","1291766400000","-","1178","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report11.html","020000001012","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report11.html","2 - 0","","http://www.elitrapport.se/Data/report11.html","Matchrapport","","2010-12-10 19:00","1291939200000","-","898","Max Johansson"
"http://www.elitrapport.se/Data/report47.html","020000001049","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report47.html","4 - 5","","http://www.elitrapport.se/Data/report47.html","Matchrapport","","2010-12-10 19:00","1291939200000","-","711","Håkan Sjösten"
"http://www.elitrapport.se/Data/report101.html","020000001104","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report101.html","4 - 4","","http://www.elitrapport.se/Data/report101.html","Matchrapport","","2010-12-10 19:00","1291939200000","-","560","Henric Björkholm"
"http://www.elitrapport.se/Data/report107.html","020000001108","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/Data/report107.html","8 - 3","","http://www.elitrapport.se/Data/report107.html","Matchrapport","","2010-12-10 19:00","1291939200000","-","324","Ulrik Bergman"
"http://www.elitrapport.se/Data/report122.html","020000001125","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report122.html","1 - 3","","http://www.elitrapport.se/Data/report122.html","Matchrapport","","2010-12-10 20:00","1291939200000","-","1513","Mikael Karlsson"
"http://www.elitrapport.se/Data/report179.html","020000001177","","http://www.elitrapport.se/team.asp?teamID=211","HaparandaTornio","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/Data/report179.html","3 - 3","","http://www.elitrapport.se/Data/report179.html","Matchrapport","","2010-12-12 15:00","1292112000000","-","278","Roland Fager"
"http://www.elitrapport.se/Data/report117.html","020000001120","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report117.html","10 - 4","","http://www.elitrapport.se/Data/report117.html","Matchrapport","","2010-12-12 17:00","1292112000000","-","1303","Thomas Nordin"
"http://www.elitrapport.se/Data/report17.html","020000001018","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=131","Tillberga Bandy","","http://www.elitrapport.se/Data/report17.html","1 - 2","","http://www.elitrapport.se/Data/report17.html","Matchrapport","","2010-12-15 19:00","1292371200000","-","950","Johan Anderzen"
